city,country,continent,lon,lat,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group,wbt_continent_wbt
Wales,United States of America,North America,-167.8125,65.625,19,Dsc,"Cold, dry summer, cold summer",99,Small (<50k),16.087976
Unalaska,United States of America,North America,-166.875,53.76597003,15,Cfb,"Temperate, no dry season, warm summer",3571,Small (<50k),5.0968375
Teller,United States of America,North America,-166,65.25,26,Dfb,"Cold, no dry season, warm summer",83,Small (<50k),4.542161
Mekoryuk,United States of America,North America,-165.9375,60.31134933,26,Dfb,"Cold, no dry season, warm summer",99,Small (<50k),16.650974
Tununak,United States of America,North America,-165,60.62039593,26,Dfb,"Cold, no dry season, warm summer",352,Small (<50k),1.4866984
Tununak,United States of America,North America,-165,60.62039948,26,Dfb,"Cold, no dry season, warm summer",352,Small (<50k),1.4866984
Nome,United States of America,North America,-165,64.55497382,26,Dfb,"Cold, no dry season, warm summer",3485,Small (<50k),0.05319319
Kivalina,United States of America,North America,-164.25,67.84978441,19,Dsc,"Cold, dry summer, cold summer",374,Small (<50k),13.677821
Kivalina,United States of America,North America,-164.25,67.84978441,19,Dsc,"Cold, dry summer, cold summer",374,Small (<50k),13.677821
Mountain Village,United States of America,North America,-164.0625,62.18145192,26,Dfb,"Cold, no dry season, warm summer",755,Small (<50k),15.32971
Mountain Village,United States of America,North America,-164,62.25,26,Dfb,"Cold, no dry season, warm summer",755,Small (<50k),15.32971
False Pass,United States of America,North America,-163.75,55,15,Cfb,"Temperate, no dry season, warm summer",35,Small (<50k),15.550606
False Pass,United States of America,North America,-163.125,54.70102573,15,Cfb,"Temperate, no dry season, warm summer",35,Small (<50k),15.550606
Bethel,United States of America,North America,-162,60.75,26,Dfb,"Cold, no dry season, warm summer",6228,Small (<50k),-2.201311
Bethel,United States of America,North America,-161.71875,60.93307192,26,Dfb,"Cold, no dry season, warm summer",6228,Small (<50k),-0.7489836
Koyuk,United States of America,North America,-161.25,64.9865988,26,Dfb,"Cold, no dry season, warm summer",254,Small (<50k),15.405471
Koyuk,United States of America,North America,-161.25,65,26,Dfb,"Cold, no dry season, warm summer",254,Small (<50k),15.405471
Nyac,United States of America,North America,-160.3125,60.93307192,26,Dfb,"Cold, no dry season, warm summer",100,Small (<50k),16.206394
Nyac,United States of America,North America,-160,60.84507,26,Dfb,"Cold, no dry season, warm summer",100,Small (<50k),15.50511
Selawik,United States of America,North America,-160,66.43979058,26,Dfb,"Cold, no dry season, warm summer",832,Small (<50k),-1.9761581
Selawik,United States of America,North America,-160,66.75,26,Dfb,"Cold, no dry season, warm summer",832,Small (<50k),11.831516
Nyac,United States of America,North America,-159.75,61.1209913,26,Dfb,"Cold, no dry season, warm summer",100,Small (<50k),-2.951782
Selawik,United States of America,North America,-159.75,66.7283256,26,Dfb,"Cold, no dry season, warm summer",832,Small (<50k),11.831516
Selawik,United States of America,North America,-159.75,66.7283256,26,Dfb,"Cold, no dry season, warm summer",832,Small (<50k),11.831516
Dillingham,United States of America,North America,-158.75,59,26,Dfb,"Cold, no dry season, warm summer",2488,Small (<50k),3.213586
Kaltag,United States of America,North America,-158.625,64.48539887,26,Dfb,"Cold, no dry season, warm summer",190,Small (<50k),-2.2567823
Kaltag,United States of America,North America,-158.625,64.48539887,26,Dfb,"Cold, no dry season, warm summer",190,Small (<50k),-2.2567823
Port Heiden,United States of America,North America,-158.4375,56.875,15,Cfb,"Temperate, no dry season, warm summer",102,Small (<50k),2.9828007
Kaltag,United States of America,North America,-158.4375,64.375,26,Dfb,"Cold, no dry season, warm summer",190,Small (<50k),-2.2567823
Pilot Point,United States of America,North America,-157.5,57.75656862,15,Cfb,"Temperate, no dry season, warm summer",68,Small (<50k),19.458189
Koyukuk,United States of America,North America,-157.5,64.9865988,26,Dfb,"Cold, no dry season, warm summer",101,Small (<50k),17.701263
Koyukuk,United States of America,North America,-157.5,65,26,Dfb,"Cold, no dry season, warm summer",101,Small (<50k),17.701263
Atqasuk,United States of America,North America,-157.5,70.59685394,7,BSk,"Arid, steppe, cold",201,Small (<50k),-1.0294104
Kobuk,United States of America,North America,-156.5625,66.85669072,26,Dfb,"Cold, no dry season, warm summer",151,Small (<50k),16.748188
Kobuk,United States of America,North America,-156.5625,66.875,26,Dfb,"Cold, no dry season, warm summer",151,Small (<50k),16.748188
Wailuku,United States of America,North America,-156.375,20.74755823,3,Aw,"Tropical, savannah",52148,Medium (50k-500k),25.675064
Wailuku,United States of America,North America,-156.375,20.74755823,3,Aw,"Tropical, savannah",52148,Medium (50k-500k),25.675064
Kailua-Kona,United States of America,North America,-155.625,19.58521861,15,Cfb,"Temperate, no dry season, warm summer",9870,Small (<50k),21.792599
Kailua-Kona,United States of America,North America,-155.625,19.58522034,15,Cfb,"Temperate, no dry season, warm summer",9870,Small (<50k),21.792599
Hilo,United States of America,North America,-155.25,19.62606908,1,Af,"Tropical, rainforest",52391,Medium (50k-500k),21.792599
Hilo,United States of America,North America,-155.25,19.62606908,1,Af,"Tropical, rainforest",52391,Medium (50k-500k),21.792599
Newhalen,United States of America,North America,-155,59.577465,15,Cfb,"Temperate, no dry season, warm summer",160,Small (<50k),16.264435
Newhalen,United States of America,North America,-155,59.84293194,26,Dfb,"Cold, no dry season, warm summer",160,Small (<50k),19.155796
Newhalen,United States of America,North America,-154.6875,59.53233673,15,Cfb,"Temperate, no dry season, warm summer",160,Small (<50k),16.264435
Lake Minchumina,United States of America,North America,-152,63.75,26,Dfb,"Cold, no dry season, warm summer",32,Small (<50k),5.810464
Lake Minchumina,United States of America,North America,-152,63.97284012,26,Dfb,"Cold, no dry season, warm summer",32,Small (<50k),16.669876
Tanana,United States of America,North America,-152,65.25,26,Dfb,"Cold, no dry season, warm summer",308,Small (<50k),16.711416
Tanana,United States of America,North America,-151.875,65.13525103,25,Dfa,"Cold, no dry season, hot summer",308,Small (<50k),-6.3613424
Kenai,United States of America,North America,-150.9375,60.625,18,Dsb,"Cold, dry summer, warm summer",7610,Small (<50k),4.2943892
Talkeetna,United States of America,North America,-150.46875,62.33380314,26,Dfb,"Cold, no dry season, warm summer",1078,Small (<50k),17.290182
Anchorage,United States of America,North America,-150,61.25,18,Dsb,"Cold, dry summer, warm summer",260283,Medium (50k-500k),0.52139026
Montana,United States of America,North America,-150,62.112675,26,Dfb,"Cold, no dry season, warm summer",10,Small (<50k),11.474403
Montana,United States of America,North America,-150,62.18145192,26,Dfb,"Cold, no dry season, warm summer",10,Small (<50k),11.474403
Talkeetna,United States of America,North America,-150,62.25,26,Dfb,"Cold, no dry season, warm summer",1078,Small (<50k),11.474403
Talkeetna,United States of America,North America,-150,62.485569,26,Dfb,"Cold, no dry season, warm summer",1078,Small (<50k),15.096562
Talkeetna,United States of America,North America,-150,62.48557052,26,Dfb,"Cold, no dry season, warm summer",1078,Small (<50k),15.096562
Talkeetna,United States of America,North America,-150,62.5,26,Dfb,"Cold, no dry season, warm summer",1078,Small (<50k),17.975136
Wiseman,United States of America,North America,-150,67.38219895,27,Dfc,"Cold, no dry season, cold summer",14,Small (<50k),-9.462287
Wiseman,United States of America,North America,-150,67.5,27,Dfc,"Cold, no dry season, cold summer",14,Small (<50k),-9.462287
Seward,United States of America,North America,-149.625,59.9995185,15,Cfb,"Temperate, no dry season, warm summer",2900,Small (<50k),10.427653
Seward,United States of America,North America,-149.625,59.9995185,15,Cfb,"Temperate, no dry season, warm summer",2900,Small (<50k),10.427653
Anchorage,United States of America,North America,-149.625,61.1209913,18,Dsb,"Cold, dry summer, warm summer",260283,Medium (50k-500k),0.52139026
Denali Park,United States of America,North America,-149.0625,63.73452977,27,Dfc,"Cold, no dry season, cold summer",1826,Small (<50k),17.159386
Nenana,United States of America,North America,-149.0625,64.375,18,Dsb,"Cold, dry summer, warm summer",75,Small (<50k),20.014826
Whittier,United States of America,North America,-148.75,60.78534031,27,Dfc,"Cold, no dry season, cold summer",177,Small (<50k),16.377808
Denali Park,United States of America,North America,-148.75,63.61256545,26,Dfb,"Cold, no dry season, warm summer",1826,Small (<50k),17.159386
Nenana,United States of America,North America,-148.75,64.55497382,18,Dsb,"Cold, dry summer, warm summer",75,Small (<50k),20.014826
Valdez,United States of America,North America,-146.25,60.93307192,27,Dfc,"Cold, no dry season, cold summer",4036,Small (<50k),-5.159835
Valdez,United States of America,North America,-146.25,61,26,Dfb,"Cold, no dry season, warm summer",4036,Small (<50k),-5.159835
Valdez,United States of America,North America,-146.25,61.1209913,26,Dfb,"Cold, no dry season, warm summer",4036,Small (<50k),-5.694752
Valdez,United States of America,North America,-146.25,61.24640103,27,Dfc,"Cold, no dry season, cold summer",4036,Small (<50k),-5.694752
Valdez,United States of America,North America,-146.25,61.25,27,Dfc,"Cold, no dry season, cold summer",4036,Small (<50k),-5.694752
Big Delta,United States of America,North America,-146,63.97284012,26,Dfb,"Cold, no dry season, warm summer",591,Small (<50k),14.663108
Gulkana,United States of America,North America,-145.3125,62.18145192,18,Dsb,"Cold, dry summer, warm summer",119,Small (<50k),8.9322405
Gulkana,United States of America,North America,-145.125,62.24246244,18,Dsb,"Cold, dry summer, warm summer",119,Small (<50k),8.9322405
Gulkana,United States of America,North America,-145.125,62.24246244,18,Dsb,"Cold, dry summer, warm summer",119,Small (<50k),8.9322405
Fort Yukon,United States of America,North America,-145.125,66.7283256,7,BSk,"Arid, steppe, cold",833,Small (<50k),-6.0702066
Fort Yukon,United States of America,North America,-145.125,66.7283256,7,BSk,"Arid, steppe, cold",833,Small (<50k),-6.0702066
Fort Yukon,United States of America,North America,-145,66.43979058,7,BSk,"Arid, steppe, cold",833,Small (<50k),-7.880202
Fort Yukon,United States of America,North America,-144.84375,66.53596594,7,BSk,"Arid, steppe, cold",833,Small (<50k),-7.880202
Circle,United States of America,North America,-144.375,65.92164545,7,BSk,"Arid, steppe, cold",100,Small (<50k),15.607233
Dawson City,Canada,North America,-139.6875,64.05155091,26,Dfb,"Cold, no dry season, warm summer",1319,Small (<50k),-9.853375
Burwash Landing,Canada,North America,-138.75,61.24640103,18,Dsb,"Cold, dry summer, warm summer",73,Small (<50k),12.75102
Burwash Landing,Canada,North America,-138.75,61.25,18,Dsb,"Cold, dry summer, warm summer",73,Small (<50k),12.75102
Sitka,United States of America,North America,-135,57.01570681,27,Dfc,"Cold, no dry season, cold summer",8931,Small (<50k),14.728219
Sitka,United States of America,North America,-135,57.042255,15,Cfb,"Temperate, no dry season, warm summer",8931,Small (<50k),14.728219
Sitka,United States of America,North America,-135,57.20663153,15,Cfb,"Temperate, no dry season, warm summer",8931,Small (<50k),13.691162
Skagway,United States of America,North America,-135,59.3762969,27,Dfc,"Cold, no dry season, cold summer",955,Small (<50k),-4.2616053
Skagway,United States of America,North America,-135,59.53233673,19,Dsc,"Cold, dry summer, cold summer",955,Small (<50k),-4.2616053
Skagway,United States of America,North America,-135,59.577465,19,Dsc,"Cold, dry summer, cold summer",955,Small (<50k),-4.2616053
Whitehorse,Canada,North America,-135,60.62039593,7,BSk,"Arid, steppe, cold",23276,Small (<50k),13.051431
Whitehorse,Canada,North America,-135,60.62039948,7,BSk,"Arid, steppe, cold",23276,Small (<50k),13.051431
Whitehorse,Canada,North America,-135,60.78534031,7,BSk,"Arid, steppe, cold",23276,Small (<50k),1.6182753
Whitehorse,Canada,North America,-135,60.84507,18,Dsb,"Cold, dry summer, warm summer",23276,Small (<50k),1.6182753
Whitehorse,Canada,North America,-135,60.93307192,7,BSk,"Arid, steppe, cold",23276,Small (<50k),1.6182753
Fort McPherson,Canada,North America,-135,67.38219895,19,Dsc,"Cold, dry summer, cold summer",1069,Small (<50k),-7.0114746
Fort McPherson,Canada,North America,-135,67.5,19,Dsc,"Cold, dry summer, cold summer",1069,Small (<50k),-7.0114746
Juneau,United States of America,North America,-134.0625,58.44124379,26,Dfb,"Cold, no dry season, warm summer",30711,Small (<50k),12.058722
Inuvik,Canada,North America,-134,68.25,27,Dfc,"Cold, no dry season, cold summer",3022,Small (<50k),15.882436
Inuvik,Canada,North America,-133.75,68.32460733,27,Dfc,"Cold, no dry season, cold summer",3022,Small (<50k),15.882436
Hydaburg,United States of America,North America,-132.5,55.13089005,15,Cfb,"Temperate, no dry season, warm summer",382,Small (<50k),6.657952
Sandspit,Canada,North America,-132.1875,53.125,15,Cfb,"Temperate, no dry season, warm summer",538,Small (<50k),17.000183
Wrangell,United States of America,North America,-132.1875,56.57113579,26,Dfb,"Cold, no dry season, warm summer",2070,Small (<50k),16.09688
Prince Rupert,Canada,North America,-130.3125,54.375,15,Cfb,"Temperate, no dry season, warm summer",14708,Small (<50k),17.379711
Dease Lake,Canada,North America,-130.3125,58.44124379,18,Dsb,"Cold, dry summer, warm summer",303,Small (<50k),16.411716
Dease Lake,Canada,North America,-130,58.30986,18,Dsb,"Cold, dry summer, warm summer",303,Small (<50k),16.411716
Terrace,Canada,North America,-128.4375,54.375,26,Dfb,"Cold, no dry season, warm summer",19443,Small (<50k),17.11248
Terrace,Canada,North America,-128.4375,54.70102573,26,Dfb,"Cold, no dry season, warm summer",19443,Small (<50k),17.11248
Bella Bella,Canada,North America,-128.25,52.14917496,15,Cfb,"Temperate, no dry season, warm summer",1400,Small (<50k),8.367603
Terrace,Canada,North America,-128.25,54.39213516,27,Dfc,"Cold, no dry season, cold summer",19443,Small (<50k),17.11248
Terrace,Canada,North America,-128.25,54.39213516,27,Dfc,"Cold, no dry season, cold summer",19443,Small (<50k),17.11248
Smithers,Canada,North America,-127.5,54.70102573,27,Dfc,"Cold, no dry season, cold summer",6245,Small (<50k),0.42464784
Tofino,Canada,North America,-125.625,49.09068605,15,Cfb,"Temperate, no dry season, warm summer",1655,Small (<50k),18.343393
Campbell River,Canada,North America,-125.625,50,9,Csb,"Temperate, dry summer, warm summer",33430,Small (<50k),17.044708
Campbell River,Canada,North America,-125.625,50.02574349,9,Csb,"Temperate, dry summer, warm summer",33430,Small (<50k),17.044708
Courtenay,Canada,North America,-125.15625,49.72711456,9,Csb,"Temperate, dry summer, warm summer",32793,Small (<50k),9.870725
Courtenay,Canada,North America,-125,49.43662,9,Csb,"Temperate, dry summer, warm summer",32793,Small (<50k),6.9153
Courtenay,Canada,North America,-125,49.47643979,9,Csb,"Temperate, dry summer, warm summer",32793,Small (<50k),6.9153
Powell River,Canada,North America,-124.6875,50.02574349,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",12779,Small (<50k),9.870725
Crescent City,United States of America,North America,-124,41.51898734,9,Csb,"Temperate, dry summer, warm summer",11534,Small (<50k),8.1999855
Coos Bay,United States of America,North America,-124,43.5443038,9,Csb,"Temperate, dry summer, warm summer",31976,Small (<50k),8.620989
Aberdeen,United States of America,North America,-124,47.25,9,Csb,"Temperate, dry summer, warm summer",32745,Small (<50k),11.032264
Arcata,United States of America,North America,-123.75,40.67515858,9,Csb,"Temperate, dry summer, warm summer",20905,Small (<50k),18.479439
Arcata,United States of America,North America,-123.75,40.93433832,9,Csb,"Temperate, dry summer, warm summer",20905,Small (<50k),18.479439
Arcata,United States of America,North America,-123.75,40.93433832,9,Csb,"Temperate, dry summer, warm summer",20905,Small (<50k),18.479439
Arcata,United States of America,North America,-123.75,40.9947644,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",20905,Small (<50k),18.479439
Arcata,United States of America,North America,-123.75,41,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",20905,Small (<50k),18.479439
Grants Pass,United States of America,North America,-123.75,42.5,9,Csb,"Temperate, dry summer, warm summer",46189,Small (<50k),10.429557
Grants Pass,United States of America,North America,-123.75,42.54527717,9,Csb,"Temperate, dry summer, warm summer",46189,Small (<50k),10.429557
Roseburg,United States of America,North America,-123.75,43.17730923,9,Csb,"Temperate, dry summer, warm summer",30479,Small (<50k),9.212526
Roseburg,United States of America,North America,-123.75,43.17730923,9,Csb,"Temperate, dry summer, warm summer",30479,Small (<50k),9.212526
Roseburg,United States of America,North America,-123.75,43.25419467,9,Csb,"Temperate, dry summer, warm summer",30479,Small (<50k),9.212526
Tillamook,United States of America,North America,-123.75,45.3504537,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),15.877501
Tillamook,United States of America,North America,-123.75,45.42027863,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),15.877501
Tillamook,United States of America,North America,-123.75,45.42027863,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),15.877501
Tillamook,United States of America,North America,-123.75,45.5248501,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),15.877501
Tillamook,United States of America,North America,-123.75,45.69868851,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),8.254781
Tillamook,United States of America,North America,-123.75,45.69869388,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),8.254781
Tillamook,United States of America,North America,-123.75,45.70680628,9,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k),8.254781
Astoria,United States of America,North America,-123.75,46.04472663,9,Csb,"Temperate, dry summer, warm summer",10011,Small (<50k),21.152079
Aberdeen,United States of America,North America,-123.75,46.92560615,9,Csb,"Temperate, dry summer, warm summer",32745,Small (<50k),18.755047
Aberdeen,United States of America,North America,-123.75,47,9,Csb,"Temperate, dry summer, warm summer",32745,Small (<50k),18.755047
Aberdeen,United States of America,North America,-123.75,47.22057036,9,Csb,"Temperate, dry summer, warm summer",32745,Small (<50k),11.032264
Victoria,Canada,North America,-123.75,48.53403141,9,Csb,"Temperate, dry summer, warm summer",289625,Medium (50k-500k),18.512674
Doline,Canada,North America,-123.75,65.13525103,26,Dfb,"Cold, no dry season, warm summer",525,Small (<50k),-9.930902
Paulatuk,Canada,North America,-123.75,69.26701571,27,Dfc,"Cold, no dry season, cold summer",294,Small (<50k),-5.665513
Paulatuk,Canada,North America,-123.75,69.33737157,27,Dfc,"Cold, no dry season, cold summer",294,Small (<50k),-5.665513
Santa Rosa,United States of America,North America,-122.8125,38.125,9,Csb,"Temperate, dry summer, warm summer",231792,Medium (50k-500k),12.772447
Redding,United States of America,North America,-122.8125,40.625,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96058,Medium (50k-500k),19.529243
Redding,United States of America,North America,-122.8125,40.67515858,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96058,Medium (50k-500k),19.529243
Springfield,United States of America,North America,-122.8125,44.375,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51376,Medium (50k-500k),20.768167
Albany,United States of America,North America,-122.8125,44.41539505,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51376,Medium (50k-500k),20.768167
Portland,United States of America,North America,-122.8125,45.3504537,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1875000,Very Large (>1M),7.863955
Portland,United States of America,North America,-122.8125,45.625,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M),7.863955
Longview,United States of America,North America,-122.8125,46.28551215,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",66231,Medium (50k-500k),21.148407
Olympia,United States of America,North America,-122.8125,46.875,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",156984,Medium (50k-500k),21.148407
Vancouver,Canada,North America,-122.8125,49.09068605,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",2313328,Very Large (>1M),6.542286
Vancouver,Canada,North America,-122.8125,49.375,15,Cfb,"Temperate, no dry season, warm summer",2313328,Very Large (>1M),6.542286
Quesnel,Canada,North America,-122.8125,52.83091393,26,Dfb,"Cold, no dry season, warm summer",13788,Small (<50k),17.98962
Quesnel,Canada,North America,-122.8125,53.125,26,Dfb,"Cold, no dry season, warm summer",13788,Small (<50k),17.98962
Prince George,Canada,North America,-122.8125,53.76597003,26,Dfb,"Cold, no dry season, warm summer",65558,Medium (50k-500k),12.469058
Santa Rosa,United States of America,North America,-122.625,38.69136612,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",231792,Medium (50k-500k),12.279966
Santa Rosa,United States of America,North America,-122.625,38.69136612,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",231792,Medium (50k-500k),12.279966
Portland,United States of America,North America,-122.625,45.42027863,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1875000,Very Large (>1M),12.004553
Portland,United States of America,North America,-122.625,45.42027863,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1875000,Very Large (>1M),12.004553
Centralia,United States of America,North America,-122.625,46.54176268,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",18880,Small (<50k),21.148407
Centralia,United States of America,North America,-122.625,46.54176268,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",18880,Small (<50k),21.148407
Bremerton,United States of America,North America,-122.625,47.66324626,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",126820,Medium (50k-500k),5.2918754
Bellingham,United States of America,North America,-122.625,48.78472933,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",99662,Medium (50k-500k),16.033695
Bellingham,United States of America,North America,-122.625,48.78472933,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",99662,Medium (50k-500k),16.033695
Vallejo,United States of America,North America,-122.5,38.16753927,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k),12.772447
Redding,United States of America,North America,-122.5,40.56338,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",96058,Medium (50k-500k),19.529243
Vancouver,United States of America,North America,-122.5,45.633804,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M),12.004553
Vancouver,United States of America,North America,-122.5,45.70680628,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M),12.004553
Tacoma,United States of America,North America,-122.5,46.90141,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",156984,Medium (50k-500k),19.05312
Bremerton,United States of America,North America,-122.5,47.59162304,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",126820,Medium (50k-500k),5.2918754
Everett,United States of America,North America,-122.5,48.169014,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",486903,Medium (50k-500k),12.831029
Williams Lake,Canada,North America,-122.5,51.971832,25,Dfa,"Cold, no dry season, hot summer",14168,Small (<50k),3.211509
Quesnel,Canada,North America,-122.5,53.239437,26,Dfb,"Cold, no dry season, warm summer",13788,Small (<50k),17.98962
Quesnel,Canada,North America,-122.5,53.2460733,26,Dfb,"Cold, no dry season, warm summer",13788,Small (<50k),17.98962
Santa Rosa,United States of America,North America,-122.34375,38.52105553,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",231792,Medium (50k-500k),12.279966
Mt. Shasta,United States of America,North America,-122.34375,41.32257587,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k),7.967373
Vancouver,United States of America,North America,-122.34375,45.5248501,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M),12.004553
Prince George,Canada,North America,-122.34375,53.9293657,26,Dfb,"Cold, no dry season, warm summer",65558,Medium (50k-500k),12.469058
San Jose,United States of America,North America,-122,37.46835443,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1668000,Very Large (>1M),11.21718
Vallejo,United States of America,North America,-122,38.25,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k),12.274492
Chico,United States of America,North America,-122,39.49367089,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),18.500694
Chico,United States of America,North America,-122,39.75,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),20.089815
Mt. Shasta,United States of America,North America,-122,41.25,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k),8.92151
Mt. Shasta,United States of America,North America,-122,41.51898734,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k),16.87972
Tacoma,United States of America,North America,-122,47.25,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",719868,Large (500k-1M),19.265991
Seattle,United States of America,North America,-122,47.59493671,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M),5.2918754
Monterey,United States of America,North America,-121.875,36.37248993,9,Csb,"Temperate, dry summer, warm summer",124288,Medium (50k-500k),19.157856
Monterey,United States of America,North America,-121.875,36.37249059,9,Csb,"Temperate, dry summer, warm summer",124288,Medium (50k-500k),19.157856
San Jose,United States of America,North America,-121.875,37.5,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1668000,Very Large (>1M),12.677971
Berkeley,United States of America,North America,-121.875,37.86997958,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",496356,Medium (50k-500k),20.685085
Vallejo,United States of America,North America,-121.875,38.23773599,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k),20.685085
Vallejo,United States of America,North America,-121.875,38.23773956,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",146289,Medium (50k-500k),20.685085
Chico,United States of America,North America,-121.875,39.74009906,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),20.089815
Chico,United States of America,North America,-121.875,40,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),19.096664
Mt. Shasta,United States of America,North America,-121.875,41.25,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3855,Small (<50k),18.686176
Klamath Falls,United States of America,North America,-121.875,41.96821976,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k),3.7088394
Klamath Falls,United States of America,North America,-121.875,41.96822027,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k),3.7088394
Klamath Falls,United States of America,North America,-121.875,42.5,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k),19.926552
Klamath Falls,United States of America,North America,-121.875,42.54527717,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k),19.926552
Seattle,United States of America,North America,-121.875,47.56392575,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M),4.578239
Seattle,United States of America,North America,-121.875,47.56393051,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3074000,Very Large (>1M),4.578239
Everett,United States of America,North America,-121.875,48.15562834,9,Csb,"Temperate, dry summer, warm summer",486903,Medium (50k-500k),12.831029
Chilliwack,Canada,North America,-121.875,49.09068605,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k),17.183846
Chilliwack,Canada,North America,-121.875,49.42914963,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k),17.183846
Chilliwack,Canada,North America,-121.875,49.4291537,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",51942,Medium (50k-500k),17.183846
Salinas,United States of America,North America,-121.5,36.4483928,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",156784,Medium (50k-500k),19.157856
Sacramento,United States of America,North America,-121.5,38.69136612,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1604000,Very Large (>1M),11.635251
Sacramento,United States of America,North America,-121.5,38.69136612,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1604000,Very Large (>1M),11.635251
Chico,United States of America,North America,-121.5,39.81285237,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),19.096664
Chico,United States of America,North America,-121.5,39.81285237,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",95888,Medium (50k-500k),19.096664
Klamath Falls,United States of America,North America,-121.5,42.05582395,7,BSk,"Arid, steppe, cold",42978,Small (<50k),3.7088394
Klamath Falls,United States of America,North America,-121.5,42.05582395,7,BSk,"Arid, steppe, cold",42978,Small (<50k),3.7088394
